player_id;name;team_name;Ability_score;attack_score;defend_score;attacking_rank;defending_rank
197514;Jacob Norris;Western Force;3.1;2.0;4.2;431.0;353.0
176640;Ricky Jackson;Crusaders;3.05;2.5;3.6;393.0;365.0
234642;Pasilio Tosi;Hurricanes;3.05;2.5;3.6;394.0;366.0
130728;Joe Powell;Melbourne Rebels;3.0;3.1;2.9;368.0;395.0
114240;Gareth Evans;Highlanders;2.85;2.5;3.2;392.0;382.0
156930;Chris Apoua;Moana Pasifika;2.85;2.0;3.7;428.0;363.0
200016;Siosifa Amone;Western Force;2.85;2.7;3.0;387.0;392.0
149760;Angus Scott-Young;Queensland Reds;2.8499999999999996;2.3;3.4;408.0;371.0
124566;Sione Mafileo;Chiefs;2.8;1.5;4.1;465.0;354.0
125400;Zach Kibirige;Western Force;2.75;3.8;1.7;355.0;458.0
160248;Rahboni Warren-Vosayaco;NSW Waratahs;2.75;2.3;3.2;406.0;383.0
200826;Jonah Mau'u;Moana Pasifika;2.7;2.3;3.1;409.0;386.0
216060;Allan Craig;Moana Pasifika;2.7;2.2;3.2;416.0;378.0
156912;Mark Tele'a;Blues;2.7;3.7;1.7;358.0;452.0
141918;Reuben O'Neill;Crusaders;2.65;1.3;4.0;479.0;355.0
182808;Triston Reilly;NSW Waratahs;2.65;2.8;2.5;381.0;410.0
130374;Geoff Cridge;NSW Waratahs;2.65;2.4;2.9;403.0;394.0
225624;Henry Bell;Highlanders;2.6;2.1;3.1;424.0;384.0
102852;Liam Coltman;Highlanders;2.5999999999999996;1.9;3.3;437.0;374.0
120600;Brynard Stander;Western Force;2.55;2.5;2.6;396.0;406.0
58062;Matt To'omua;Melbourne Rebels;2.5;2.4;2.6;401.0;404.0
60666;James Hanson;Melbourne Rebels;2.5;2.1;2.9;419.0;396.0
141966;Joe Apikotoa;Moana Pasifika;2.5;1.9;3.1;438.0;387.0
175944;Eroni Sau;Fijian Drua;2.5;3.3;1.7;366.0;457.0
102888;Tom Franklin;Western Force;2.45;1.6;3.3;454.0;375.0
176412;Josh Timu;Highlanders;2.45;2.3;2.6;411.0;405.0
197934;Rivez Reihana;Chiefs;2.4;3.1;1.7;369.0;453.0
126948;Marty Banks;Highlanders;2.4;2.9;1.9;377.0;442.0
197568;Hudson Creighton;ACT Brumbies;2.4;2.4;2.4;404.0;418.0
116364;Tom Savage;Moana Pasifika;2.4;1.5;3.3;462.0;376.0
153300;Isaac Henry;Queensland Reds;2.35;2.5;2.2;397.0;425.0
184692;Kaliopasi Uluilakepa;Fijian Drua;2.35;2.1;2.6;421.0;402.0
214302;TK Howden;Hurricanes;2.35;1.8;2.9;443.0;393.0
197160;Bo Abra;Western Force;2.35;2.0;2.7;429.0;399.0
140388;Pepesana Patafilo;Crusaders;2.3499999999999996;2.3;2.4;413.0;417.0
206754;Livai Natave;Fijian Drua;2.3;1.6;3.0;452.0;389.0
358770;Mesake Vocevoce;Fijian Drua;2.3;2.4;2.2;400.0;424.0
135594;Feao Fotuaika;Queensland Reds;2.3;1.4;3.2;466.0;379.0
225510;Anzelo Tuitavuki;Moana Pasifika;2.25;2.8;1.7;382.0;459.0
160248;Rahboni Vosayaco;Western Force;2.25;2.1;2.4;422.0;415.0
121920;Nemani Nagusa;Fijian Drua;2.25;2.0;2.5;427.0;412.0
353514;Taniela Rakuro;Fijian Drua;2.2;2.9;1.5;376.0;466.0
140046;Josh Goodhue;Blues;2.2;1.7;2.7;447.0;401.0
153462;Will Harrison;NSW Waratahs;2.1500000000000004;2.7;1.6;388.0;462.0
124350;Jake McIntyre;Western Force;2.1500000000000004;2.2;2.1;414.0;430.0
169320;Tanielu Tele'a;Highlanders;2.15;2.4;1.9;398.0;436.0
243168;Lopeti Faifua;Queensland Reds;2.15;1.5;2.8;460.0;397.0
177192;Joe Pincus;Melbourne Rebels;2.15;2.8;1.5;383.0;469.0
234750;Veikoso Poloniati;Moana Pasifika;2.15;2.0;2.3;433.0;423.0
124440;Viliame Rarasea;Fijian Drua;2.15;2.3;2.0;407.0;432.0
52122;Bryn Evans;Highlanders;2.15;1.2;3.1;483.0;385.0
151284;D'Angelo Leuila;Moana Pasifika;2.1;2.6;1.6;390.0;463.0
197910;Saula Ma'u;Highlanders;2.1;1.7;2.5;445.0;411.0
153126;Byron Ralston;Western Force;2.0999999999999996;2.3;1.9;405.0;444.0
54150;Christian Lealiifano;Moana Pasifika;2.0999999999999996;1.9;2.3;441.0;419.0
134436;Kane Koteka;Western Force;2.05;1.7;2.4;450.0;416.0
187782;Ray Nu'u;Melbourne Rebels;2.0;2.1;1.9;420.0;437.0
153846;Matthew Faessler;Queensland Reds;2.0;1.5;2.5;461.0;407.0
156744;James Lay;Blues;2.0;1.9;2.1;440.0;431.0
234786;Corey Evans;Blues;1.9500000000000002;2.1;1.8;418.0;450.0
242214;Riley Higgins;Hurricanes;1.95;2.0;1.9;430.0;434.0
218022;Solomone Kata;Moana Pasifika;1.95;2.4;1.5;399.0;465.0
185178;Tuidraki Samusamuvodre;Fijian Drua;1.9;2.0;1.8;432.0;449.0
169176;Suetena Asomua;Moana Pasifika;1.85;1.8;1.9;442.0;435.0
149994;Sosefo Kautai;ACT Brumbies;1.85;1.0;2.7;500.0;400.0
165984;Sama Malolo;Moana Pasifika;1.85;1.8;1.9;444.0;443.0
198204;Cole Forbes;Blues;1.85;2.5;1.2;395.0;489.0
123288;Nigel Ah Wong;Moana Pasifika;1.8499999999999999;2.3;1.4;412.0;475.0
264216;Lukas Ripley;Melbourne Rebels;1.8;2.0;1.6;434.0;464.0
216504;Harry Wilson;NSW Waratahs;1.8;2.1;1.5;423.0;472.0
47898;Jamie Roberts;NSW Waratahs;1.7999999999999998;1.7;1.9;451.0;445.0
189198;Mike Curry;Moana Pasifika;1.7999999999999998;1.7;1.9;446.0;439.0
199476;Miles Amatosero;NSW Waratahs;1.75;1.6;1.9;457.0;446.0
149652;Ayden Johnstone;Highlanders;1.7000000000000002;1.3;2.1;473.0;428.0
140076;Te Toiroa Tahuriorangi;Crusaders;1.7000000000000002;2.1;1.3;417.0;483.0
168954;Ryan Coxon;Western Force;1.7000000000000002;1.3;2.1;478.0;427.0
143130;Jared Proffit;Hurricanes;1.7;1.1;2.3;490.0;422.0
61110;Freddie Burns;Highlanders;1.7;2.4;1.0;402.0;505.0
214302;Te Kamaka Howden;Hurricanes;1.7;1.4;2.0;471.0;433.0
207552;Sorovakatini Tuifagalele;Fijian Drua;1.7;1.7;1.7;449.0;455.0
190836;Julian Heaven;NSW Waratahs;1.65;1.0;2.3;495.0;420.0
337404;Wallace Sititi;Chiefs;1.6;1.5;1.7;464.0;460.0
127404;Jackson Garden-Bachop;Hurricanes;1.5999999999999999;2.3;0.9;410.0;510.0
206838;Epeli Momo;Fijian Drua;1.55;2.0;1.1;425.0;496.0
337380;Oliver Haig;Highlanders;1.5;1.3;1.7;474.0;456.0
216084;Manu Paea;Moana Pasifika;1.5;1.9;1.1;436.0;500.0
350070;Michael Naitokani;Fijian Drua;1.5;1.7;1.3;448.0;486.0
234576;Harry Godfrey;Hurricanes;1.45;2.0;0.9;435.0;513.0
216042;James Arscott;Highlanders;1.4;1.6;1.2;458.0;491.0
197898;Tiaan Tauakipulu;NSW Waratahs;1.4;0.9;1.9;504.0;440.0
132840;Leni Apisai;Hurricanes;1.4;0.7;2.1;523.0;426.0
337362;Josh Beehre;Blues;1.4;1.3;1.5;481.0;467.0
196518;Emosi Tuqiri;Fijian Drua;1.35;0.9;1.8;505.0;451.0
225732;Kershawl Sykes-Martin;Crusaders;1.35;0.8;1.9;515.0;441.0
196182;Sam Wallis;Melbourne Rebels;1.35;0.8;1.9;516.0;438.0
215100;Teddy Wilson;NSW Waratahs;1.35;1.6;1.1;453.0;501.0
121908;Manasa Saulo;Fijian Drua;1.35;0.9;1.8;506.0;448.0
128562;Hayden Thompson-Stringer;NSW Waratahs;1.35;1.0;1.7;498.0;454.0
213912;Daniel Botha;NSW Waratahs;1.3;0.8;1.8;517.0;447.0
335274;Josh Fusitu'a;Blues;1.3;1.1;1.5;487.0;470.0
142446;George Worth;Melbourne Rebels;1.3;1.3;1.3;480.0;484.0
126294;Rodney Iona;ACT Brumbies;1.3;1.3;1.3;476.0;482.0
203532;Jake Upfield;Queensland Reds;1.3;1.1;1.5;488.0;468.0
193710;Kemu Valetini;Fijian Drua;1.2999999999999998;1.4;1.2;470.0;490.0
144894;Kitione Taliga;Fijian Drua;1.2999999999999998;1.9;0.7;439.0;534.0
206778;Chris Minimbi;Fijian Drua;1.2999999999999998;1.2;1.4;484.0;477.0
225534;Mahroni Ngakuru;Moana Pasifika;1.25;1.1;1.4;492.0;476.0
176082;Kitione Ratu;Fijian Drua;1.25;1.6;0.9;459.0;516.0
43530;Greg Holmes;Western Force;1.25;1.0;1.5;496.0;471.0
185058;Will Tucker;Highlanders;1.25;1.0;1.5;499.0;474.0
182334;Harry Potter;Western Force;1.25;1.6;0.9;456.0;511.0
335274;Josh Fusitua;Blues;1.25;0.9;1.6;508.0;461.0
234630;Penitoa Finau;Moana Pasifika;1.2000000000000002;1.1;1.3;494.0;487.0
173694;Riley Hohepa;Hurricanes;1.15;1.5;0.8;463.0;522.0
184716;Kaleb Trask;Chiefs;1.15;1.6;0.7;455.0;536.0
225498;Finlay Brewis;Crusaders;1.15;0.8;1.5;513.0;473.0
123270;Bryce Hegarty;Western Force;1.1;1.4;0.8;468.0;517.0
130398;Tau Koloamatangi;Moana Pasifika;1.1;0.9;1.3;511.0;481.0
177180;Ben O'Donnell;ACT Brumbies;1.1;1.3;0.9;472.0;514.0
141654;Richard Judd;Hurricanes;1.1;1.3;0.9;475.0;512.0
240654;Cameron Millar;Highlanders;1.1;1.3;0.9;477.0;515.0
193434;Mosese Tuipulotu;NSW Waratahs;1.05;1.0;1.1;501.0;494.0
233532;Viliami Fine;Moana Pasifika;1.0499999999999998;1.4;0.7;469.0;535.0
214638;Taj Annan;Queensland Reds;1.0499999999999998;0.7;1.4;518.0;480.0
215232;Isaiah Armstrong-Ravula;Fijian Drua;1.0;1.4;0.6;467.0;545.0
119856;Ruan Smith;NSW Waratahs;1.0;0.9;1.1;512.0;498.0
118806;Jimmy Tupou;Chiefs;1.0;0.8;1.2;514.0;492.0
162522;Nephi Leatigaga;NSW Waratahs;0.95;0.7;1.2;521.0;493.0
102846;Jeff Toomaga-Allen;Queensland Reds;0.95;0.6;1.3;527.0;485.0
229494;Martin Bogado;Highlanders;0.95;1.2;0.7;485.0;537.0
144144;Karl Tu'inukuafe;Blues;0.9;0.7;1.1;520.0;495.0
242712;Darby Lancaster;Melbourne Rebels;0.8999999999999999;1.2;0.6;486.0;540.0
211692;Josh Hill;Melbourne Rebels;0.8999999999999999;0.4;1.4;556.0;479.0
215886;John Bryant;Queensland Reds;0.8999999999999999;0.6;1.2;537.0;488.0
335184;Maciu Nabolakasi;Melbourne Rebels;0.8999999999999999;0.4;1.4;555.0;478.0
118902;Tolu Latu;NSW Waratahs;0.8500000000000001;0.9;0.8;507.0;519.0
140058;Mitchell Dunshea;Crusaders;0.8500000000000001;0.6;1.1;531.0;502.0
141936;Tomasi Alosio;Moana Pasifika;0.8;1.1;0.5;491.0;550.0
358626;Harry McLaughlin-Phillips;Queensland Reds;0.8;0.9;0.7;509.0;532.0
197064;Ola Tauelangi;Moana Pasifika;0.8;0.6;1.0;526.0;506.0
109848;Brad Shields;Hurricanes;0.8;0.5;1.1;549.0;499.0
227238;Young Tonumaipea;Melbourne Rebels;0.8;1.1;0.5;493.0;552.0
140034;Isileli Tu'ungafasi;Moana Pasifika;0.8;0.6;1.0;530.0;504.0
115062;Johnny McNicholl;Crusaders;0.8;1.2;0.4;482.0;562.0
170418;Cormac Daly;Queensland Reds;0.8;0.9;0.7;510.0;529.0
117294;Jesse Mogg;ACT Brumbies;0.75;1.0;0.5;497.0;554.0
130410;Atu Moli;Chiefs;0.75;0.5;1.0;543.0;507.0
211662;Rusiate Nasove;Fijian Drua;0.75;0.7;0.8;519.0;524.0
342090;Ajay Faleafaga;Highlanders;0.75;1.1;0.4;489.0;557.0
340692;Jack Taylor;Highlanders;0.75;0.4;1.1;554.0;497.0
169320;Tanielu Tele?a;Blues;0.75;0.7;0.8;522.0;523.0
216126;Seb Calder;Crusaders;0.7000000000000001;0.3;1.1;568.0;503.0
166686;Fred Kaihea;ACT Brumbies;0.7;0.6;0.8;538.0;527.0
63654;Jack Lam;Moana Pasifika;0.7;0.6;0.8;539.0;526.0
213828;George Blake;Queensland Reds;0.7;0.6;0.8;533.0;518.0
116490;Rhys Patchell;Highlanders;0.7;0.9;0.5;503.0;555.0
177228;Ed Kennedy;ACT Brumbies;0.65;0.4;0.9;565.0;508.0
199812;Lukas Ripley;Melbourne Rebels;0.65;0.5;0.8;545.0;528.0
173400;Jacob Devery;Hurricanes;0.65;0.5;0.8;542.0;521.0
351018;Kyren Taumoefolau;Moana Pasifika;0.65;1.0;0.3;502.0;579.0
222762;Irie Papuni;Moana Pasifika;0.6499999999999999;0.6;0.7;528.0;531.0
206736;Meli Tuni;Fijian Drua;0.6;0.3;0.9;569.0;509.0
69654;Josh Hohneck;Highlanders;0.6;0.5;0.7;551.0;530.0
112806;Dominic Bird;Hurricanes;0.6;0.5;0.7;547.0;533.0
170106;Sione Tu'ipulotu;Moana Pasifika;0.6;0.6;0.6;525.0;542.0
235848;Josh Bartlett;Chiefs;0.6;0.6;0.6;535.0;539.0
334872;Daniel Maiava;Melbourne Rebels;0.6;0.6;0.6;532.0;541.0
165882;Efi Ma'afu;Melbourne Rebels;0.6;0.6;0.6;529.0;547.0
130416;Tom Sanders;Highlanders;0.55;0.5;0.6;541.0;544.0
196170;Kianu Kereru-Symes;Hurricanes;0.55;0.5;0.6;544.0;538.0
113676;Sam Carter;Western Force;0.5;0.4;0.6;561.0;546.0
161598;Harry Lloyd;Western Force;0.5;0.4;0.6;560.0;543.0
206706;Taine Plumtree;Blues;0.5;0.4;0.6;557.0;548.0
223278;Sateki Latu;NSW Waratahs;0.5;0.2;0.8;591.0;520.0
125970;Mitch Brown;Chiefs;0.5;0.2;0.8;590.0;525.0
337440;Jake Te Hiwi;Highlanders;0.45;0.5;0.4;553.0;561.0
124578;Hame Faiva;Hurricanes;0.44999999999999996;0.3;0.6;582.0;549.0
140382;Melani Matavao;Moana Pasifika;0.44999999999999996;0.7;0.2;524.0;590.0
339924;Taha Kemara;Crusaders;0.44999999999999996;0.6;0.3;540.0;575.0
225588;Ioane Moananu;Crusaders;0.44999999999999996;0.6;0.3;534.0;578.0
186306;Timoci Sauvoli;Fijian Drua;0.44999999999999996;0.6;0.3;536.0;569.0
124368;Brad Lacey;Western Force;0.4;0.5;0.3;548.0;583.0
120774;Lolagi Visinia;Moana Pasifika;0.4;0.5;0.3;546.0;571.0
124596;Scott Scrafton;Hurricanes;0.4;0.4;0.4;562.0;563.0
130716;Ross Haylett-Petty;Melbourne Rebels;0.4;0.3;0.5;573.0;553.0
266268;Jona Mataiciwa;Fijian Drua;0.35;0.4;0.3;564.0;581.0
197472;Potu Leavasa;Moana Pasifika;0.35;0.2;0.5;596.0;551.0
152838;Gareth Simpson;Western Force;0.35;0.5;0.2;550.0;606.0
54198;Kurtley Beale;Western Force;0.35;0.5;0.2;552.0;602.0
111504;Paddy Ryan;NSW Waratahs;0.35;0.2;0.5;589.0;556.0
163722;Denny Solomona;Highlanders;0.35;0.4;0.3;563.0;574.0
350364;Iliesa Junior Ratuva;Fijian Drua;0.30000000000000004;0.4;0.2;559.0;591.0
191478;Spencer Jeans;Queensland Reds;0.30000000000000004;0.4;0.2;558.0;594.0
197328;Max Douglas;NSW Waratahs;0.30000000000000004;0.2;0.4;599.0;558.0
197850;Niko Jones;Moana Pasifika;0.30000000000000004;0.2;0.4;598.0;564.0
149670;Sam Caird;Highlanders;0.30000000000000004;0.2;0.4;588.0;559.0
337374;Tahlor Cahill;Crusaders;0.30000000000000004;0.2;0.4;604.0;566.0
130854;Henry Time-Stowers;Moana Pasifika;0.3;0.3;0.3;571.0;585.0
115074;Ben Funnell;Western Force;0.3;0.3;0.3;575.0;584.0
241830;Daniel Sinkinson;Hurricanes;0.3;0.3;0.3;574.0;577.0
160656;Isi Naisarani;Western Force;0.3;0.3;0.3;567.0;567.0
185064;Ngatungane Punivai;Highlanders;0.3;0.3;0.3;566.0;572.0
60558;Ryan Crotty;Crusaders;0.3;0.3;0.3;580.0;573.0
340854;Willi Gualter;Crusaders;0.25;0.2;0.3;595.0;586.0
141966;Joe 'Apikotoa;Moana Pasifika;0.25;0.2;0.3;585.0;582.0
166668;Charlie Hancock;Western Force;0.25;0.1;0.4;613.0;560.0
120768;Simon Hickey;Crusaders;0.25;0.3;0.2;578.0;592.0
118866;Matt Proctor;Melbourne Rebels;0.25;0.2;0.3;586.0;568.0
338154;Declan Meredith;ACT Brumbies;0.25;0.3;0.2;581.0;605.0
198180;Pasilio Tosi;Hurricanes;0.25;0.2;0.3;597.0;576.0
131034;Leone Nawai;Fijian Drua;0.25;0.3;0.2;570.0;597.0
204918;Jone Tiko;Fijian Drua;0.25;0.1;0.4;635.0;565.0
206022;James Turner;NSW Waratahs;0.2;0.3;0.1;576.0;628.0
197274;Hunter Ward;NSW Waratahs;0.2;0.1;0.3;630.0;570.0
132324;Tim Cardall;Melbourne Rebels;0.2;0.2;0.2;605.0;607.0
200088;Ben Dowling;NSW Waratahs;0.2;0.3;0.1;579.0;631.0
234516;Josh Jacomb;Chiefs;0.2;0.3;0.1;583.0;629.0
124632;Teihorangi Walden;Hurricanes;0.2;0.2;0.2;592.0;600.0
166026;Ben Grant;Hurricanes;0.2;0.1;0.3;633.0;580.0
142068;Jack Maunder;Melbourne Rebels;0.2;0.3;0.1;584.0;612.0
338310;Isikeli Rabitu;Fijian Drua;0.2;0.3;0.1;577.0;613.0
156750;Josh Kaifa;Moana Pasifika;0.2;0.2;0.2;594.0;598.0
66642;Nemani Nadolo;NSW Waratahs;0.2;0.3;0.1;572.0;615.0
233106;Aisea Halo;Moana Pasifika;0.15000000000000002;0.2;0.1;601.0;635.0
234570;Peniasi Malimali;Chiefs;0.15000000000000002;0.2;0.1;600.0;626.0
266334;Raymond Tuputupu;Hurricanes;0.15000000000000002;0.1;0.2;637.0;601.0
166152;Michael McDonald;Western Force;0.15000000000000002;0.2;0.1;603.0;637.0
358584;Tim Ryan;Queensland Reds;0.15000000000000002;0.1;0.2;650.0;588.0
344394;Hugo Plummer;Hurricanes;0.15000000000000002;0.1;0.2;615.0;596.0
149718;Alex Fidow;Hurricanes;0.15000000000000002;0.1;0.2;608.0;609.0
191382;Harry Vella;ACT Brumbies;0.15000000000000002;0.1;0.2;612.0;599.0
222630;Zac Von Appen;NSW Waratahs;0.15000000000000002;0.1;0.2;610.0;589.0
235956;Heremaia Murray;Crusaders;0.15000000000000002;0.2;0.1;593.0;632.0
128346;Cam Clark;ACT Brumbies;0.15000000000000002;0.1;0.2;611.0;608.0
124554;Donald Brighouse;Moana Pasifika;0.15000000000000002;0.2;0.1;607.0;621.0
190878;Matt Whaanga;Highlanders;0.15000000000000002;0.1;0.2;621.0;595.0
206694;Shilo Klein;Crusaders;0.15000000000000002;0.1;0.2;649.0;604.0
338274;Motikiai Murray;Fijian Drua;0.15000000000000002;0.1;0.2;624.0;587.0
205134;Connor Anderson;Queensland Reds;0.15000000000000002;0.1;0.2;628.0;603.0
215184;Henry O'Donnell;Western Force;0.15000000000000002;0.2;0.1;606.0;619.0
69582;Baden Kerr;Fijian Drua;0.15000000000000002;0.2;0.1;602.0;634.0
235872;Semisi Paea;Moana Pasifika;0.15000000000000002;0.1;0.2;609.0;593.0
214698;Klayton Thorn;ACT Brumbies;0.15000000000000002;0.2;0.1;587.0;625.0
63072;Quentin MacDonald;Crusaders;0.1;0.1;0.1;614.0;630.0
266664;Solomone Tukuafu;Chiefs;0.1;0.1;0.1;641.0;636.0
234522;Nathan Hastie;Highlanders;0.1;0.1;0.1;623.0;639.0
146790;Hamilton Burr;Chiefs;0.1;0.1;0.1;631.0;611.0
130434;Kaveinga Finau;Crusaders;0.1;0.1;0.1;622.0;649.0
142266;Anaru Rangi;Melbourne Rebels;0.1;0.1;0.1;651.0;647.0
318996;Kemu Valentini;Fijian Drua;0.1;0.1;0.1;625.0;642.0
358716;Jordi Viljoen;Hurricanes;0.1;0.1;0.1;643.0;648.0
121002;Tom Parsons;Hurricanes;0.1;0.1;0.1;640.0;618.0
233094;Jay Fonokalafi;NSW Waratahs;0.1;0.1;0.1;618.0;643.0
161850;Sam Thomson;ACT Brumbies;0.1;0.0;0.2;668.0;610.0
42702;John Afoa;Crusaders;0.1;0.1;0.1;638.0;627.0
336636;Seb Calder;Crusaders;0.1;0.1;0.1;626.0;617.0
227544;Reece Tapine;Western Force;0.1;0.1;0.1;632.0;646.0
153426;Ethan Dobbins;Melbourne Rebels;0.1;0.1;0.1;619.0;614.0
337386;Jamie Hannah;Crusaders;0.1;0.1;0.1;616.0;633.0
193692;Rory van Vugt;Highlanders;0.1;0.1;0.1;617.0;651.0
342084;Will Stodart;Highlanders;0.1;0.1;0.1;620.0;640.0
225660;Freedom Vahaakolo	;Highlanders;0.1;0.1;0.1;629.0;657.0
211998;Siua Maile;Hurricanes;0.1;0.1;0.1;647.0;620.0
173844;Tom Florence;Chiefs;0.1;0.1;0.1;648.0;654.0
215232;Isaiah Ravula;Fijian Drua;0.1;0.1;0.1;627.0;645.0
168966;Kemara Hauiti-Parapara;Highlanders;0.1;0.1;0.1;634.0;644.0
117606;Chris Feauai-Sautia;ACT Brumbies;0.05;0.0;0.1;673.0;641.0
214626;Mason Gordon;Melbourne Rebels;0.05;0.1;0.0;642.0;677.0
235950;Jock McKenzie;Blues;0.05;0.1;0.0;636.0;667.0
190974;Jack Winchester;Western Force;0.05;0.0;0.1;734.0;659.0
197958;Lalomilo ;Chiefs;0.05;0.1;0.0;644.0;672.0
60582;Josh Bekhuis;Highlanders;0.05;0.0;0.1;663.0;616.0
206502;Napolioni Bolaca;Fijian Drua;0.05;0.1;0.0;645.0;689.0
52272;Ben May;Hurricanes;0.05;0.0;0.1;684.0;652.0
48240;John Ulugia;ACT Brumbies;0.05;0.0;0.1;703.0;650.0
235224;PJ Sheck;Highlanders;0.05;0.0;0.1;670.0;624.0
338496;Louis Werchon;Queensland Reds;0.05;0.0;0.1;669.0;660.0
164628;Nelson Rebolo;Western Force;0.05;0.0;0.1;664.0;655.0
335940;Jone Tiko;Fijian Drua;0.05;0.0;0.1;659.0;638.0
226074;Lewis Ponini;NSW Waratahs;0.05;0.0;0.1;660.0;623.0
164070;Vilimoni Koroi;Highlanders;0.05;0.1;0.0;639.0;671.0
142242;Moses Sorovi;Melbourne Rebels;0.05;0.1;0.0;646.0;673.0
350058;Phransis Sula- Siaosi;Queensland Reds;0.05;0.0;0.1;661.0;622.0
169080;Raikabula Momoedonu;Fijian Drua;0.05;0.0;0.1;675.5;658.0
354576;Jack Wright;ACT Brumbies;0.05;0.0;0.1;675.5;656.0
216648;Tyler Laubscher;Hurricanes;0.05;0.0;0.1;655.0;653.0
340308;Kauvaka Kaivelata;Chiefs;0.0;0.0;0.0;716.0;726.0
336972;Taj Annan;Queensland Reds;0.0;0.0;0.0;691.0;723.0
360696;James Mullan;Crusaders;0.0;0.0;0.0;734.0;739.0
337392;Siale Lauaki;Hurricanes;0.0;0.0;0.0;712.0;675.0
359628;Vuate Karawalevu;NSW Waratahs;0.0;0.0;0.0;689.0;724.0
337416;Finn Hurley;Highlanders;0.0;0.0;0.0;734.0;710.0
358818;Waqa Nalaga;Fijian Drua;0.0;0.0;0.0;698.0;709.0
297552;William Sankey;Western Force;0.0;0.0;0.0;667.0;670.0
358818;Epeli Waqaicece;Fijian Drua;0.0;0.0;0.0;734.0;727.0
337422;Joel Lam;Crusaders;0.0;0.0;0.0;710.0;719.0
336438;Floyd Aubrey;Queensland Reds;0.0;0.0;0.0;734.0;739.0
355134;Marley Pearce;Western Force;0.0;0.0;0.0;662.0;691.0
337434;Jone Rova;Crusaders;0.0;0.0;0.0;734.0;722.0
336558;George Bell;Crusaders;0.0;0.0;0.0;704.0;686.0
343494;Fletcher Anderson;Crusaders;0.0;0.0;0.0;734.0;706.0
342078;Rohan Wingham;Highlanders;0.0;0.0;0.0;654.0;680.0
338298;Phillip Baselala;Fijian Drua;0.0;0.0;0.0;711.0;682.0
358638;Jack Barrett;NSW Waratahs;0.0;0.0;0.0;686.0;715.0
335874;Caleb Tangitau;Blues;0.0;0.0;0.0;700.0;692.0
174300;Mark Royal;Moana Pasifika;0.0;0.0;0.0;734.0;739.0
241830;Dan Sinkinson;Hurricanes;0.0;0.0;0.0;666.0;668.0
189966;Joel Hintz;Western Force;0.0;0.0;0.0;709.0;690.0
184752;Ilikena Vudogo;Melbourne Rebels;0.0;0.0;0.0;692.0;704.0
183636;Michael Icely;NSW Waratahs;0.0;0.0;0.0;717.0;730.0
183510;Thomas Nowlan;Melbourne Rebels;0.0;0.0;0.0;706.0;665.0
182118;Lachie Anderson;Melbourne Rebels;0.0;0.0;0.0;734.0;739.0
175830;Pedro Rolando;ACT Brumbies;0.0;0.0;0.0;722.0;705.0
174318;Lisati Milo-Harris;Blues;0.0;0.0;0.0;714.0;664.0
173490;Otumaka Mausia;Moana Pasifika;0.0;0.0;0.0;701.0;703.0
166176;James Ramm;NSW Waratahs;0.0;0.0;0.0;715.0;733.0
164082;Neria Foma'i;Moana Pasifika;0.0;0.0;0.0;674.0;688.0
162990;Kalione Nasoko;Fijian Drua;0.0;0.0;0.0;734.0;728.0
156984;Solomon Alaimalo;Chiefs;0.0;0.0;0.0;696.0;720.0
156882;Liam Hallam-Eames;Crusaders;0.0;0.0;0.0;707.5;697.0
151998;Ed Craig;NSW Waratahs;0.0;0.0;0.0;724.0;729.0
143970;Dwayne Polataivao;Moana Pasifika;0.0;0.0;0.0;734.0;694.0
142116;Patrick James;Queensland Reds;0.0;0.0;0.0;734.0;699.0
140694;Hamish Dalzell;Crusaders;0.0;0.0;0.0;713.0;701.0
139998;Sione Tuipulotu;Moana Pasifika;0.0;0.0;0.0;734.0;739.0
130392;Mitchell Jacobson;Chiefs;0.0;0.0;0.0;695.0;725.0
124938;Melani Nanai;Crusaders;0.0;0.0;0.0;679.0;702.0
118722;Ofa Tuungafasi;Blues;0.0;0.0;0.0;697.0;714.0
111510;Albert Anae;Queensland Reds;0.0;0.0;0.0;705.0;685.0
102936;Kayne Hammington;Highlanders;0.0;0.0;0.0;678.0;681.0
97650;Leigh Halfpenny;Crusaders;0.0;0.0;0.0;680.0;695.0
93942;Dave Horton;Western Force;0.0;0.0;0.0;690.0;693.0
63474;Joe Royal;Moana Pasifika;0.0;0.0;0.0;723.0;721.0
187740;Sione Misiloi;NSW Waratahs;0.0;0.0;0.0;702.0;732.0
191580;Alexander Masibaka;Western Force;0.0;0.0;0.0;652.0;662.0
240672;Tevita Funa;NSW Waratahs;0.0;0.0;0.0;687.0;713.0
192522;Lachie Albert;ACT Brumbies;0.0;0.0;0.0;734.0;739.0
235860;Veveni Lasaqa;Hurricanes;0.0;0.0;0.0;734.0;669.0
235500;Lucas Cashmore;Blues;0.0;0.0;0.0;707.5;700.0
235494;Sione Ahio;Chiefs;0.0;0.0;0.0;699.0;716.0
234792;Sam Wye;Moana Pasifika;0.0;0.0;0.0;694.0;739.0
234756;Logan Henry;Hurricanes;0.0;0.0;0.0;658.0;718.0
234708;Luca Inch;Highlanders;0.0;0.0;0.0;718.0;717.0
229926;Bradley Amituanai;NSW Waratahs;0.0;0.0;0.0;683.0;661.0
227160;Andrew Turner;Crusaders;0.0;0.0;0.0;656.0;666.0
225564;Rob Rush;Blues;0.0;0.0;0.0;720.0;707.0
